open,high,low,close,volume,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj
0.509347,0.509347,0.508064,0.508654,2331066300.8191056,45.98597038192321,48.66199012730773,48.66199012730773,49.55399670910257,49.55399670910257,46.87797696371807,46.87797696371807
0.508843,0.50988,0.508791,0.50988,2262941632.3969135,100.0,65.77466008487181,65.77466008487181,54.960884501025646,54.960884501025646,87.40221125256414,87.40221125256414
0.510237,0.510783,0.510044,0.510044,2242189089.6503854,72.8208900331031,68.1234034009489,68.1234034009489,59.34839080100006,59.34839080100006,85.67342860084658,85.67342860084658
0.510002,0.510071,0.508818,0.508818,2197593830.986553,27.730783376242186,54.65919672604666,54.65919672604666,57.78532610934892,57.78532610934892,48.40693795944212,48.40693795944212
0.508758,0.509214,0.507737,0.507737,2017809141.5635839,0.0,36.439464484031106,36.439464484031106,50.670038900909645,50.670038900909645,7.978315650274027,7.978315650274027
0.506689,0.506942,0.506514,0.506906,1831808186.9308496,9.182478332160949,27.35380243340772,27.35380243340772,42.897960078409,42.897960078409,-3.734512856594847,-3.734512856594847
0.506397,0.508802,0.506397,0.508802,1715916232.5456026,54.83356133150912,36.51372206610818,36.51372206610818,40.76988074097539,40.76988074097539,28.001404716373756,28.001404716373756
0.508358,0.508508,0.507501,0.507816,1537506010.005345,32.35294117647193,35.1267951028961,35.1267951028961,38.88885219494895,38.88885219494895,27.602680918790384,27.602680918790384
0.507902,0.509136,0.507902,0.509136,1424069065.6998613,62.44870041039777,44.23409687206332,44.23409687206332,40.67060042065374,40.67060042065374,51.36108977488246,51.36108977488246
0.509215,0.509606,0.50872,0.509606,1326566287.8977478,73.16461468308292,53.87760280906985,53.87760280906985,45.07293455012578,45.07293455012578,71.48693932695798,71.48693932695798
0.510046,0.510055,0.508658,0.508658,1265608450.2646973,51.55038759690077,53.10186440501349,53.10186440501349,47.749244501755015,47.749244501755015,63.80710421153043,63.80710421153043
0.50886,0.508929,0.508004,0.508004,1229281852.6673343,43.73979314099064,49.981173983672534,49.981173983672534,48.49322099572752,48.49322099572752,52.95707995956256,52.95707995956256
0.508117,0.509202,0.507872,0.509202,1181216064.3897316,76.68124658283267,58.88119818339257,58.88119818339257,51.95588005828253,51.95588005828253,72.73183443361265,72.73183443361265
0.509209,0.509209,0.506793,0.507027,1145253116.9174182,17.222525970475967,44.994974112420365,44.994974112420365,49.63557807632847,49.63557807632847,35.71376618460414,35.71376618460414
0.507186,0.507777,0.50668,0.507777,1124805130.2696104,37.72553307818559,42.57182710100877,42.57182710100877,47.280994417888564,47.280994417888564,33.15349246724918,33.15349246724918
0.508316,0.508765,0.507183,0.507183,1110589709.5038817,14.903703703704554,33.349119301907365,33.349119301907365,42.63703604589483,42.63703604589483,14.773285813932432,14.773285813932432
0.507047,0.507289,0.506976,0.506976,1093426368.9357085,8.770370370369228,25.15620299139465,25.15620299139465,36.81009169439477,36.81009169439477,1.8484255853944092,1.8484255853944092
0.507631,0.509393,0.507631,0.509393,1082274858.2765841,80.38518518518376,43.56586372265768,43.56586372265768,39.06201570381574,39.06201570381574,52.57355976034155,52.57355976034155
0.50925,0.510312,0.509017,0.510312,1069822787.1248673,100.0,62.37724248177178,62.37724248177178,46.83375796313442,46.83375796313442,93.4642115190465,93.4642115190465
0.51093,0.512103,0.51093,0.511857,1068075524.4239367,95.463765443482,73.40608346900852,73.40608346900852,55.691199798425785,55.691199798425785,108.83585081017398,108.83585081017398
0.511031,0.511769,0.510738,0.511769,1054381631.1351463,93.84104739074408,80.21773810958703,80.21773810958703,63.866712568812865,63.866712568812865,112.91978919113537,112.91978919113537
0.511903,0.511903,0.510242,0.510242,1027174879.201805,65.68320118015828,75.37289246644411,75.37289246644411,67.70210586802328,67.70210586802328,90.71446566328578,90.71446566328578
0.509347,0.510362,0.509347,0.510203,1006743616.1571406,64.96404204314902,71.90327565867908,71.90327565867908,69.10249579824188,69.10249579824188,77.50483537955347,77.50483537955347
0.509309,0.51043,0.509309,0.509661,1007847733.141486,52.36980690462361,65.39211940732724,65.39211940732724,67.865703667937,67.865703667937,60.44495088610773,60.44495088610773
0.50935,0.509935,0.509074,0.509935,1001245595.4871324,57.71406280476008,62.832767206471516,62.832767206471516,66.18805818078184,66.18805818078184,56.12218525785087,56.12218525785087
0.510007,0.510007,0.50938,0.509654,996428525.4172299,45.23703041144975,56.96752160813092,56.96752160813092,63.11454598989819,63.11454598989819,44.673472844596375,44.673472844596375
0.509747,0.510479,0.509747,0.5101,988291014.8626959,35.09397278029723,49.67633866551969,49.67633866551969,58.63514354843869,58.63514354843869,31.75872889968167,31.75872889968167
0.51035,0.51035,0.509627,0.510143,975684966.3790787,35.292175635523435,44.881617655520934,44.881617655520934,54.0506349174661,54.0506349174661,26.543583131630612,26.543583131630612
0.510637,0.516312,0.510637,0.515867,1007891095.0443413,93.85189278806257,61.20504269970148,61.20504269970148,56.435437511544556,56.435437511544556,70.74425307601531,70.74425307601531
0.516385,0.517085,0.516051,0.517085,1011465809.7514726,100.0,74.13669513313431,74.13669513313431,62.33585671874114,62.33585671874114,97.73837196192065,97.73837196192065
0.51699,0.519048,0.516315,0.518096,961693755.8177031,90.45518347704072,79.57619124776977,79.57619124776977,68.08263489508401,68.08263489508401,102.56330395314129,102.56330395314129
0.519974,0.521164,0.519974,0.521164,915378168.6723068,100.0,86.38412749851318,86.38412749851318,74.1831324295604,74.1831324295604,110.78611763641874,110.78611763641874
0.520323,0.524277,0.520323,0.524277,886553230.7338727,100.0,90.92275166567545,90.92275166567545,79.76300550826542,79.76300550826542,113.24224398049552,113.24224398049552
0.52355,0.524678,0.523462,0.524604,878837062.5351685,99.51627663746882,93.78725998960657,93.78725998960657,84.4377570020458,84.4377570020458,112.48626596472809,112.48626596472809
0.524523,0.524523,0.522218,0.522218,756680750.1082495,83.65557105840124,90.41003034587145,90.41003034587145,86.42851478332102,86.42851478332102,98.37306147097229,98.37306147097229
0.52675,0.529184,0.52675,0.528793,902575417.9018945,98.00071585621501,92.94025884931929,92.94025884931929,88.59909613865378,88.59909613865378,101.6225842706503,101.6225842706503
0.527895,0.529569,0.525771,0.527627,917510765.180628,89.74223536868791,91.87425102244217,91.87425102244217,89.6908144332499,89.6908144332499,96.24112420082668,96.24112420082668
0.527032,0.527032,0.525189,0.525189,919326395.0332801,67.59875721260566,83.78241975249665,83.78241975249665,87.72134953966548,87.72134953966548,75.90456017815899,75.90456017815899
0.525486,0.527658,0.525486,0.527658,912967024.1688048,85.58171118153012,84.38218356217448,84.38218356217448,86.60829421383514,86.60829421383514,79.92996225885315,79.92996225885315
0.526494,0.526494,0.522937,0.52449,919747445.6363403,47.066180302240824,71.94351580886325,71.94351580886325,81.72003474551117,81.72003474551117,52.39047793556742,52.39047793556742
0.524371,0.525573,0.524371,0.524986,913907800.5066993,50.432619511139784,64.77321704295542,64.77321704295542,76.07109551132592,76.07109551132592,42.177460106214426,42.177460106214426
